riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs10948374-?	5E-8	-	NR	-	-	-	ADGRF2P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	6:47679485	29777097	"Marioni RE"
rs1859788-?	3E-18	-	NR	-	-	-	PILRA	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	7:100374211	29777097	"Marioni RE"
rs7480193-?	5E-8	-	NR	-	-	-	PICALM,RNU6-560P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	11:86150377	29777097	"Marioni RE"
rs7113976-?	5E-8	-	NR	-	-	-	RNU6-560P,LINC02695	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	11:86158695	29777097	"Marioni RE"
rs580887-?	5E-8	-	NR	-	-	-	PICALM,RNU6-560P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	11:86120391	29777097	"Marioni RE"
rs7938634-?	5E-8	-	NR	-	-	-	PICALM,RNU6-560P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	11:86134431	29777097	"Marioni RE"
rs11603136-?	5E-8	-	NR	-	-	-	RNU6-560P,LINC02695	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	11:86163280	29777097	"Marioni RE"
rs12881735-?	2E-8	-	NR	-	-	-	SLC24A4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	14:92466484	29777097	"Marioni RE"
rs12590654-?	5E-8	-	NR	-	-	-	SLC24A4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	14:92472511	29777097	"Marioni RE"
rs7225151-?	1E-10	-	NR	-	-	-	ZNF594-DT,SCIMP	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	17:5233752	29777097	"Marioni RE"
rs3845261-?	5E-8	-	NR	-	-	-	ZNF232-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	17:5104941	29777097	"Marioni RE"
rs4311-?	5E-8	-	NR	-	-	-	ACE	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	17:63483402	29777097	"Marioni RE"
rs4147929-?	3E-8	-	NR	1.0491707	-	[1.03-1.07]	ABCA7	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:1063444	29777097	"Marioni RE"
rs11083742-?	5E-8	-	NR	-	-	-	CEACAM22P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44567824	29777097	"Marioni RE"
rs769446-?	5E-8	-	NR	-	-	-	APOE,TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44905371	29777097	"Marioni RE"
rs12721109-?	5E-8	-	NR	-	-	-	APOC4,APOC4-APOC2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44943964	29777097	"Marioni RE"
rs1081105-?	1E-162	-	NR	-	-	-	APOC1,APOE	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44909698	29777097	"Marioni RE"
rs7254133-?	5E-8	-	NR	-	-	-	APOC1P1,APOC4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44935297	29777097	"Marioni RE"
rs60049679-?	2E-70	-	NR	-	-	-	APOC1P1,APOC1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44926451	29777097	"Marioni RE"
rs4263041-?	5E-10	-	NR	-	-	-	APOC1P1,APOC4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44935386	29777097	"Marioni RE"
rs2376866-?	5E-8	-	NR	-	-	-	CLPTM1,RELB	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44997454	29777097	"Marioni RE"
rs35194383-?	5E-8	-	NR	-	-	-	RELB	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45012792	29777097	"Marioni RE"
rs4803791-?	5E-8	-	NR	-	-	-	RELB	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45020325	29777097	"Marioni RE"
rs117612135-?	9E-31	-	NR	-	-	-	RELB,CLPTM1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45001269	29777097	"Marioni RE"
rs76856627-?	9E-11	-	NR	-	-	-	CLASRP	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45040497	29777097	"Marioni RE"
rs78620885-?	5E-8	-	NR	-	-	-	GEMIN7-AS1,MARK4,GEMIN7	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45087826	29777097	"Marioni RE"
rs112481437-?	6E-15	-	NR	-	-	-	CLASRP	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45045877	29777097	"Marioni RE"
rs7251911-?	5E-8	-	NR	-	-	-	GEMIN7-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45079144	29777097	"Marioni RE"
rs145903417-?	5E-8	-	NR	-	-	-	PPP1R37,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45125846	29777097	"Marioni RE"
rs149495476-?	5E-8	-	NR	-	-	-	BLOC1S3,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45193381	29777097	"Marioni RE"
rs138137383-?	2E-15	-	NR	-	-	-	MARK4,PPP1R37	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45098343	29777097	"Marioni RE"
rs12461065-?	1E-17	-	NR	-	-	-	PPP1R37,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45102050	29777097	"Marioni RE"
rs8100183-?	5E-8	-	NR	-	-	-	GEMIN7,GEMIN7-AS1,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45081434	29777097	"Marioni RE"
rs17643262-?	2E-30	-	NR	-	-	-	MARK4,PPP1R37	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45128558	29777097	"Marioni RE"
rs10408847-?	5E-8	-	NR	-	-	-	MARK4,PPP1R37	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45131424	29777097	"Marioni RE"
rs12463049-?	5E-8	-	NR	-	-	-	MARK4,BLOC1S3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45187692	29777097	"Marioni RE"
rs111243475-?	5E-8	-	NR	-	-	-	BLOC1S3,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45188312	29777097	"Marioni RE"
rs595290-?	7E-21	-	NR	-	-	-	BLOC1S3,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45205150	29777097	"Marioni RE"
rs620807-?	5E-8	-	NR	-	-	-	MARK4,BLOC1S3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45203694	29777097	"Marioni RE"
rs4802240-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44849547	29777097	"Marioni RE"
rs283814-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44885967	29777097	"Marioni RE"
rs61679753-?	5E-8	-	NR	-	-	-	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44897490	29777097	"Marioni RE"
rs148601586-?	2E-43	-	NR	-	-	-	NECTIN2,BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44843409	29777097	"Marioni RE"
rs112380717-?	5E-8	-	NR	-	-	-	RELB	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45019803	29777097	"Marioni RE"
rs2927468-?	4E-108	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44854682	29777097	"Marioni RE"
rs4803760-?	5E-8	-	NR	-	-	-	NECTIN2,BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44830577	29777097	"Marioni RE"
rs11668738-?	5E-8	-	NR	-	-	-	NECTIN2,BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44844304	29777097	"Marioni RE"
rs2972558-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44852884	29777097	"Marioni RE"
rs73050293-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44876489	29777097	"Marioni RE"
rs375972689-?	1E-32	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44857231	29777097	"Marioni RE"
rs8112526-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44857505	29777097	"Marioni RE"
rs406456-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44879460	29777097	"Marioni RE"
rs35568738-?	5E-8	-	NR	-	-	-	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44899461	29777097	"Marioni RE"
rs157580-?	2E-208	-	NR	-	-	-	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44892009	29777097	"Marioni RE"
rs11669338-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44879727	29777097	"Marioni RE"
rs760136-?	5E-8	-	NR	-	-	-	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44900601	29777097	"Marioni RE"
rs405697-?	5E-8	-	NR	-	-	-	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44901434	29777097	"Marioni RE"
rs157595-?	5E-8	-	NR	-	-	-	APOC1,APOC1P1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44922203	29777097	"Marioni RE"
rs8106813-?	5E-8	-	NR	-	-	-	APOC1P1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44928401	29777097	"Marioni RE"
rs141864196-?	5E-8	-	NR	-	-	-	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44902242	29777097	"Marioni RE"
rs150639620-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44878035	29777097	"Marioni RE"
rs41290120-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44879418	29777097	"Marioni RE"
rs138235833-?	5E-8	-	NR	-	-	-	APOE,APOC1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44912028	29777097	"Marioni RE"
rs283810-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44884984	29777097	"Marioni RE"
rs75161053-?	5E-8	-	NR	-	-	-	CEACAM22P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44544863	29777097	"Marioni RE"
rs2965156-?	5E-8	-	NR	-	-	-	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44685157	29777097	"Marioni RE"
rs73035597-?	5E-8	-	NR	-	-	-	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44696254	29777097	"Marioni RE"
rs8103315-?	5E-8	-	NR	-	-	-	BCL3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44750911	29777097	"Marioni RE"
rs203709-?	7E-17	-	NR	-	-	-	PVR,CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44658298	29777097	"Marioni RE"
rs2965163-?	5E-8	-	NR	-	-	-	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44697256	29777097	"Marioni RE"
rs12150984-?	5E-8	-	NR	-	-	-	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44698757	29777097	"Marioni RE"
rs11881756-?	1E-14	-	NR	-	-	-	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44717621	29777097	"Marioni RE"
rs10401176-?	5E-8	-	NR	-	-	-	BCL3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44750234	29777097	"Marioni RE"
rs62117205-?	5E-8	-	NR	-	-	-	BCL3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44752009	29777097	"Marioni RE"
rs2927437-?	5E-8	-	NR	-	-	-	BCL3,CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44738381	29777097	"Marioni RE"
rs12459810-?	5E-8	-	NR	-	-	-	CEACAM16-AS1,BCL3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44746404	29777097	"Marioni RE"
rs7254776-?	5E-8	-	NR	-	-	-	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44724478	29777097	"Marioni RE"
rs8100197-?	5E-8	-	NR	-	-	-	BCL3	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44750325	29777097	"Marioni RE"
rs2967668-?	4E-18	-	NR	-	-	-	CBLC	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44799694	29777097	"Marioni RE"
rs112262807-?	5E-8	-	NR	-	-	-	NECTIN2,BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44828429	29777097	"Marioni RE"
rs1466435-?	5E-8	-	NR	-	-	-	BCAM,NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44839558	29777097	"Marioni RE"
rs140824606-?	4E-26	-	NR	-	-	-	BCAM,CBLC	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44807827	29777097	"Marioni RE"
rs186110295-?	5E-8	-	NR	-	-	-	BCL3,CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44730236	29777097	"Marioni RE"
rs1135062-?	5E-8	-	NR	-	-	-	BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44819487	29777097	"Marioni RE"
rs10412413-?	5E-8	-	NR	-	-	-	BCAM,NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44824052	29777097	"Marioni RE"
rs12974942-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44849230	29777097	"Marioni RE"
rs78986976-?	5E-9	-	NR	-	-	-	NECTIN2,BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44826181	29777097	"Marioni RE"
rs77241309-?	5E-8	-	NR	-	-	-	BCAM,NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44845920	29777097	"Marioni RE"
rs12978931-?	5E-8	-	NR	-	-	-	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:44860443	29777097	"Marioni RE"
rs346758-?	5E-8	-	NR	-	-	-	MARK4,EXOC3L2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45222481	29777097	"Marioni RE"
rs346763-?	1E-12	-	NR	-	-	-	EXOC3L2,MARK4	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45226017	29777097	"Marioni RE"
rs12461144-?	5E-8	-	NR	-	-	-	MARK4,EXOC3L2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45220448	29777097	"Marioni RE"
rs62118504-?	5E-14	-	NR	-	-	-	MARK4,EXOC3L2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45231493	29777097	"Marioni RE"
rs11667829-?	5E-8	-	NR	-	-	-	MARK4,EXOC3L2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	19:45236417	29777097	"Marioni RE"
rs6069736-?	3E-8	-	NR	-	-	-	CASS4,CSTF1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	20:56408019	29777097	"Marioni RE"
rs9271192-?	7E-10	-	NR	1.0530598	-	-	HLA-DRB1,HLA-DQA1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	6:32610753	29777097	"Marioni RE"
rs2718058-?	2E-6	-	NR	1.0383158	-	-	GPR141	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	7:37801932	29777097	"Marioni RE"
rs10838725-?	2E-6	-	NR	1.0392507	-	"[1.02288186365195- 1.05588153898494]"	CELF1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST005922	11:47536319	29777097	"Marioni RE"
rs1160984-T	2E-20	-	0.05762	-	"9.292308 z-unit decrease"	NR	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44900667	30617256	"Jansen IE"
rs11665676-T	1E-19	-	0.05183	-	"9.089448 z-unit decrease"	NR	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44875462	30617256	"Jansen IE"
rs561654715-A	9E-19	-	0.002832	-	"8.842536 z-unit increase"	NR	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44890947	30617256	"Jansen IE"
rs55840414-A	5E-18	-	0.1183	-	"8.655959 z-unit decrease"	NR	NECTIN2,BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44840322	30617256	"Jansen IE"
rs112481437-A	1E-17	-	0.02337	-	"8.578216 z-unit increase"	NR	CLASRP	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45045877	30617256	"Jansen IE"
rs203709-A	4E-17	-	0.2645	-	"8.408471 z-unit decrease"	NR	PVR,CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44658298	30617256	"Jansen IE"
rs11881756-C	5E-17	-	0.1138	-	"8.381871 z-unit decrease"	NR	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44717621	30617256	"Jansen IE"
rs76856627-G	1E-16	-	0.0329	-	"8.306043 z-unit increase"	NR	CLASRP	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45040497	30617256	"Jansen IE"
rs60239918-T	2E-15	-	0.03999	-	"7.945099 z-unit increase"	NR	GEMIN7-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45077114	30617256	"Jansen IE"
rs41290100-T	2E-15	-	0.02432	-	"7.9216814 z-unit decrease"	NR	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44867684	30617256	"Jansen IE"
rs846876-C	1E-14	-	0.3755	-	"7.715924 z-unit decrease"	NR	CEACAM22P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44576817	30617256	"Jansen IE"
rs147188206-C	3E-14	-	0.008636	-	"7.5976734 z-unit increase"	NR	CLASRP	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45049329	30617256	"Jansen IE"
rs2965164-T	1E-13	-	0.3456	-	"7.438834 z-unit decrease"	NR	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44698782	30617256	"Jansen IE"
rs41290108-C	3E-13	-	0.03803	-	"7.317556 z-unit decrease"	NR	NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44874585	30617256	"Jansen IE"
rs547509922-T	3E-13	-	0.003614	-	"7.314314 z-unit increase"	NR	BCAM,NECTIN2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44828004	30617256	"Jansen IE"
rs62118504-G	5E-13	-	0.3957	-	"7.2163415 z-unit decrease"	NR	MARK4,EXOC3L2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45231493	30617256	"Jansen IE"
rs35194383-T	8E-13	-	0.4234	-	"7.1647267 z-unit increase"	NR	RELB	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45012792	30617256	"Jansen IE"
rs80257887-A	1E-12	-	0.03562	-	"7.089606 z-unit increase"	NR	CEACAM20	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44516798	30617256	"Jansen IE"
rs75161053-A	2E-12	-	0.04757	-	"7.0672655 z-unit increase"	NR	CEACAM22P	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44544863	30617256	"Jansen IE"
rs142412517-T	2E-12	-	0.001157	-	"7.033927 z-unit increase"	NR	TOMM40	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44900801	30617256	"Jansen IE"
rs12461144-T	4E-12	-	0.1266	-	"6.9530225 z-unit increase"	NR	MARK4,EXOC3L2	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45220448	30617256	"Jansen IE"
rs142092405-G	6E-12	-	0.00433	-	"6.8754373 z-unit increase"	NR	BCAM	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44820087	30617256	"Jansen IE"
rs150820726-T	1E-11	-	0.008836	-	"6.80423 z-unit increase"	NR	CEACAM16-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:44723891	30617256	"Jansen IE"
rs183321458-A	2E-11	-	0.003582	-	"6.7473207 z-unit increase"	NR	GEMIN7-AS1	"Alzheimer's disease or family history of Alzheimer's disease"	"Alzheimer disease,family history of Alzheimer’s disease"	-	GCST007320	19:45077818	30617256	"Jansen IE"
