riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs10960888-?	9E-7	-	NR	0.904	-	-	MPDZ,PRDX1P1	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	9:13037089	36240095	"Jaworek T"
ANK2-?	8E-8	-	NR	0.02	-	[-3.5864-3.6264]	-	"Ischemic stroke"	"Ischemic stroke"	-	GCST90271319	-	36762557	"Xie Y"
rs150022429-C	5E-8	-	NR	5.277492	-	"[2.90712739161519-9.580564951053887]"	RNU6-229P,MTCO1P25	"Ischemic stroke"	"Ischemic stroke"	-	GCST90137417	7:69400857	34727735	"Hu Y"
rs60380775-T	2E-8	-	NR	1.7445774	-	"[1.4387799772400995-2.115368778899702]"	RAP1GAP2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90137417	17:2969421	34727735	"Hu Y"
rs150022429-C	6E-7	-	NR	4.5767136	-	"[2.5220438976566335-8.305290033037815]"	RNU6-229P,MTCO1P25	"Ischemic stroke"	"Ischemic stroke"	-	GCST90137430	7:69400857	34727735	"Hu Y"
rs60380775-T	9E-6	-	NR	1.5724051	-	"[1.2882591313810798-1.9192238829873896]"	RAP1GAP2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90137430	17:2969421	34727735	"Hu Y"
rs2200733-T	5E-8	-	0.1157	1.1660243	-	"[1.1035408890579115-1.2320457510323184]"	LINC01438,PITX2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90137437	4:110789013	34727735	"Hu Y"
rs1906611-C	5E-9	-	NR	1.19	-	[1.12-1.26]	LINC01438,PITX2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90137437	4:110744760	34727735	"Hu Y"
rs75021220-?	1E-25	-	NR	1.4	-	[1.31-1.49]	LINC01438,PITX2	"Ischemic stroke (cardioembolic)"	"Ischemic stroke,cardiac embolism"	-	GCST003490	4:110737238	27068588	"Chauhan G"
rs2417957-T	3E-8	(EA)	NR	2.78	-	[1.96-4.00]	SLCO1B1	"Ischemic stroke (large artery atherosclerosis)"	"Ischemic stroke,large artery stroke"	-	GCST003322	12:21170677	26732560	"Cheng YC"
rs138364069-T	7E-9	-	NR	3.57	-	[2.38-5.56]	FAF1	"Ischemic stroke (large artery atherosclerosis)"	"Ischemic stroke,large artery stroke"	-	GCST003322	1:50832533	26732560	"Cheng YC"
rs3176471-T	4E-8	-	NR	3.7	-	[2.33-5.88]	CDKN2C	"Ischemic stroke (large artery atherosclerosis)"	"Ischemic stroke,large artery stroke"	-	GCST003322	1:50973784	26732560	"Cheng YC"
rs2200733-T	3E-32	(CCSp)	0.12	1.37	-	[1.30-1.45]	LINC01438,PITX2	"Ischemic stroke (cardioembolic)"	"Ischemic stroke,cardiac embolism"	-	GCST003257	4:110789013	26708676	"Pulit SL"
rs7193343-T	2E-10	(CCSp)	0.174	1.17	-	[1.11-1.23]	ZFHX3	"Ischemic stroke (cardioembolic)"	"Ischemic stroke,cardiac embolism"	-	GCST003257	16:72995261	26708676	"Pulit SL"
rs12122341-G	1E-9	(CCSp)	0.257	1.19	-	[1.12-1.26]	NGF-AS1,LINC01765	"Ischemic stroke (large artery atherosclerosis)"	"Ischemic stroke,large artery stroke"	-	GCST003259	1:115113069	26708676	"Pulit SL"
rs11984041-T	5E-9	(CCSp)	0.093	1.24	-	[1.15-1.33]	HDAC9	"Ischemic stroke (large artery atherosclerosis)"	"Ischemic stroke,large artery stroke"	-	GCST003259	7:18992312	26708676	"Pulit SL"
rs10744777-T	3E-9	(CCSp)	0.667	1.17	-	[1.11-1.23]	ALDH2	"Ischemic stroke (small artery occlusion)"	"Ischemic stroke,small artery occlusion"	-	GCST003260	12:111795214	26708676	"Pulit SL"
rs79166762-C	9E-7	-	0.01918	1.928	-	[1.483-2.505]	LINC03062,MIR4290HG	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	9:89764559	33632238	"Song Y"
rs72805949-G	1E-7	-	0.1042	1.429	-	[1.252-1.631]	DBF4P1,RPL17P35	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	10:64554222	33632238	"Song Y"
rs578627-G	1E-5	-	0.4653	1.226	-	[1.12-1.341]	MMP7,TMEM123	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	11:102510593	33632238	"Song Y"
rs7305553-T	2E-6	-	0.01492	1.998	-	[1.498-2.663]	LINC02882	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	12:74167392	33632238	"Song Y"
rs117996975-T	8E-6	-	0.03595	0.4698	-	[0.3375-0.6539]	LINC02399,BRWD1P2	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	12:89923155	33632238	"Song Y"
rs79762263-G	9E-6	-	0.05779	1.464	-	[1.237-1.733]	LINC02309,LINC01148	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	14:86846629	33632238	"Song Y"
rs74323928-A	4E-6	-	0.05045	1.523	-	[1.273-1.823]	WIZ,RASAL3	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	19:15450409	33632238	"Song Y"
rs116895675-A	2E-6	-	0.04073	1.595	-	[1.318-1.93]	NLRP5	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	19:56034679	33632238	"Song Y"
rs7269833-G	9E-6	-	0.1855	1.28	-	[1.148-1.42699999999999]	RNU7-92P,LINC01522	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	20:47913380	33632238	"Song Y"
rs189668056-A	4E-8	-	0.02031	2.027	-	[1.574-2.609]	CYP1B1,CYP1B1-AS1	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	2:38081685	33632238	"Song Y"
rs146131169-A	2E-6	-	0.01396	2.037	-	[1.521-2.728]	CHMP4AP1,ANKRD11P1	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	2:81330779	33632238	"Song Y"
rs141378038-G	8E-6	-	0.01427	1.943	-	[1.45-2.603]	RNU6-1252P,SPATA18	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	4:52266598	33632238	"Song Y"
rs145264818-T	1E-5	-	0.01439	1.934	-	[1.444-2.591]	RNU6-1252P,SPATA18	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	4:52379198	33632238	"Song Y"
rs140103984-C	6E-6	-	0.01531	1.928	-	[1.452-2.56]	USP46,RNU6-1252P	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	4:52513892	33632238	"Song Y"
rs1346132-G	3E-6	-	0.01539	1.971	-	[1.485-2.614]	HNRNPA1P67,RNU4ATAC9P	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	4:72904973	33632238	"Song Y"
rs7673759-C	8E-7	-	0.09031	1.428	-	[1.24-1.646]	SORBS2,RNU4-64P	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	4:185964918	33632238	"Song Y"
rs6876942-T	7E-6	-	0.1334	1.322	-	[1.171-1.493]	IRX2-DT,LINC01377	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	5:3104821	33632238	"Song Y"
rs27906-T	3E-6	-	0.3195	0.7855	-	[0.71-0.8689]	RPL13AP13,FST	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	5:53242787	33632238	"Song Y"
rs12658752-T	6E-6	-	0.3169	0.792	-	[0.7161-0.8759]	RPL13AP13,FST	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	5:53363054	33632238	"Song Y"
rs3995091-G	1E-6	-	0.1817	0.7268	-	[0.6396-0.8258]	HTR4	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	5:148470196	33632238	"Song Y"
rs10948713-T	4E-6	-	0.3607	1.242	-	[1.133-1.36199999999999]	TRAM2-AS1,TMEM14A	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	6:52662777	33632238	"Song Y"
rs144501645-C	5E-6	-	0.02519	1.716	-	[1.36199999999999-2.161]	CD36,SEMA3C	"Cardio-cerebrovascular disease in dyslipidemia"	"Ischemic stroke,coronary artery disease"	"rare dyslipidemia"	GCST90014130	7:80738781	33632238	"Song Y"
rs117521141-G	9E-6	-	0.02726	1.635	-	[1.31599999999999-2.033]	DDR2,UAP1	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	1:162617136	33632238	"Song Y"
rs28524990-G	1E-6	-	0.4708	1.232	-	[1.132-1.34]	AMBN,ENAM	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	4:70623131	33632238	"Song Y"
rs114799463-T	1E-6	-	0.01216	2.041	-	[1.534-2.714]	HNRNPA1P67,RNU4ATAC9P	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	4:72876700	33632238	"Song Y"
rs9969220-A	6E-6	-	0.3272	0.8041	-	[0.7318-0.8836]	CADPS2	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	7:122731653	33632238	"Song Y"
rs867517174-T	9E-6	-	0.01859	1.794	-	[1.386-2.323]	LINC03042	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	8:38522875	33632238	"Song Y"
rs7110894-C	2E-6	-	0.01136	2.068	-	[1.529-2.798]	OR52B6,HNRNPA1P53	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	11:5579723	33632238	"Song Y"
rs11606719-G	1E-5	-	0.08443	0.6714	-	[0.5627-0.8009]	BCL9L	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	11:118911765	33632238	"Song Y"
rs75887718-G	6E-6	-	0.07006	1.401	-	[1.21-1.621]	OPCML	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	11:132871258	33632238	"Song Y"
rs528967612-T	4E-6	-	0.01322	1.976	-	[1.479-2.638]	SOX5	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	12:23568135	33632238	"Song Y"
rs192256050-T	4E-7	-	0.101	1.388	-	[1.22299999999999-1.577]	TMEM132D	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	12:129902744	33632238	"Song Y"
rs12594508-C	5E-6	-	0.3213	1.229	-	[1.125-1.343]	LINC00923	"Cardio-cerebrovascular disease in hypertension"	"Ischemic stroke,coronary artery disease"	hypertension	GCST90014124	15:97792576	33632238	"Song Y"
rs8061878-G	8E-6	-	0.03292	1.975	-	[1.466-2.661]	TERF2IP,RNA5SP430	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	16:75842468	33632238	"Song Y"
rs564085990-A	4E-6	-	0.01004	3.013	-	[1.884-4.817]	CRLF3	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:30815147	33632238	"Song Y"
rs139970884-G	3E-6	-	0.01149	2.911	-	[1.865-4.545]	NSF	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:46752887	33632238	"Song Y"
rs1057040-A	5E-6	-	0.3951	0.7166	-	[0.6211-0.8268]	USP36	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:78803713	33632238	"Song Y"
rs954846345-G	2E-6	-	0.01019	2.959	-	[1.891-4.629]	RNF213	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:80294030	33632238	"Song Y"
rs139293840-A	2E-8	-	0.01013	3.511	-	[2.265-5.444]	RPTOR	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:80556559	33632238	"Song Y"
rs142206837-G	3E-7	-	0.01071	3.084	-	[2.004-4.747]	RPTOR	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:80675272	33632238	"Song Y"
rs729743-A	8E-6	-	0.01073	2.78	-	[1.774-4.357]	RPTOR	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	17:80796014	33632238	"Song Y"
rs79284447-C	2E-6	-	0.01656	2.563	-	[1.738-3.778]	SLC14A2	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	18:45339723	33632238	"Song Y"
rs148241618-A	1E-6	-	0.02252	2.402	-	[1.681-3.431]	EPG5	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	18:45880124	33632238	"Song Y"
rs2848859-C	9E-6	-	0.4049	1.354	-	[1.184-1.548]	LINC01541,GTSCR1	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	18:71010248	33632238	"Song Y"
rs145889349-G	2E-6	-	0.01324	2.823	-	[1.835-4.342]	NCAM2	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	21:21106262	33632238	"Song Y"
rs139706471-C	4E-6	-	0.03207	2.055	-	[1.515-2.788]	DEPDC1-AS1,LINC01707	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	1:68602584	33632238	"Song Y"
rs144648928-A	2E-6	-	0.02297	2.343	-	[1.644-3.339]	LINC01750,LINC02884	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	1:112174380	33632238	"Song Y"
rs190283338-A	6E-7	-	0.01081	3.504	-	[2.14-5.736]	KCNS3	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	2:18200073	33632238	"Song Y"
rs188585450-A	6E-6	-	0.01465	2.642	-	[1.733-4.026]	NT5C1B,LINC01376	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	2:18755763	33632238	"Song Y"
rs11685304-T	5E-6	-	0.2525	1.404	-	[1.214-1.623]	FZD7,RNU6-440P	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	2:201991683	33632238	"Song Y"
rs543659530-A	2E-6	-	0.01287	2.948	-	[1.895-4.586]	PCDH7	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	4:30844804	33632238	"Song Y"
rs146397235-T	3E-6	-	0.01178	2.892	-	[1.847-4.527]	ADAMTS3	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	4:72492529	33632238	"Song Y"
rs144192875-T	3E-6	-	0.02281	2.339	-	[1.636-3.345]	TERF1P3,LINC02511	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	4:136733494	33632238	"Song Y"
rs17691129-G	4E-6	-	0.08619	1.639	-	[1.33-2.02]	LINC02932,MTERF1	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	7:91538287	33632238	"Song Y"
rs62473335-C	9E-6	-	0.01981	2.373	-	[1.62-3.476]	EIF3IP1,BUB3P1	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	7:109630114	33632238	"Song Y"
rs535035513-T	1E-5	-	0.01407	2.929	-	[1.82-4.71399999999999]	TRMT112P7,RP1	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	8:54500661	33632238	"Song Y"
rs116946228-G	5E-6	-	0.01331	2.638	-	[1.74-4.001]	RPS19P6,RPS20P25	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	9:80940338	33632238	"Song Y"
rs776972026-A	3E-6	-	0.01058	2.953	-	[1.876-4.648]	CHORDC1	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	11:90205438	33632238	"Song Y"
rs534128177-T	7E-6	-	0.0168	2.446	-	[1.65699999999999-3.612]	DISC1FP1	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	11:90455679	33632238	"Song Y"
rs180986320-G	6E-6	-	0.01586	2.563	-	[1.705-3.85399999999999]	FGD6	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	12:95196849	33632238	"Song Y"
rs150007474-A	9E-6	-	0.0173	2.525	-	[1.676-3.805]	SRRM4	"Cardio-cerebrovascular disease in diabetes mellitus"	"Ischemic stroke,coronary artery disease"	"diabetes mellitus"	GCST90014127	12:119123145	33632238	"Song Y"
rs491203-A	8E-9	-	0.057	-	-	-	KAZN	"Acute ischemic stroke x type 2 diabetes interaction"	"Ischemic stroke,type 2 diabetes mellitus"	-	GCST010550	1:15102737	32541925	"Vujkovic M"
rs2134937-C	3E-8	-	0.049	-	-	-	LINC02906,MIR8084	"Acute ischemic stroke x type 2 diabetes interaction"	"Ischemic stroke,type 2 diabetes mellitus"	-	GCST010550	8:93044145	32541925	"Vujkovic M"
rs1052053-?	8E-11	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	1:156232382	35285134	"Temprano-Sagrera G"
rs1260326-?	1E-30	-	NR	-	-	-	GCKR	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	2:27508073	35285134	"Temprano-Sagrera G"
rs6532796-?	1E-12	-	NR	-	-	-	ADH5,ADH4	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	4:99121091	35285134	"Temprano-Sagrera G"
rs6847935-?	1E-16	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	4:110775495	35285134	"Temprano-Sagrera G"
rs6825454-?	7E-10	-	NR	-	-	-	FGA,FGB	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	4:154580036	35285134	"Temprano-Sagrera G"
rs2107595-?	2E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	7:19009765	35285134	"Temprano-Sagrera G"
rs7859727-?	1E-9	-	NR	-	-	-	CDKN2B-AS1	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	9:22102166	35285134	"Temprano-Sagrera G"
rs7946992-?	7E-18	-	NR	-	-	-	MS4A6A	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	11:60177337	35285134	"Temprano-Sagrera G"
rs1149616-?	1E-9	-	NR	-	-	-	TSKU	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	11:76787325	35285134	"Temprano-Sagrera G"
rs3184504-?	6E-15	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	12:111446804	35285134	"Temprano-Sagrera G"
rs11066188-?	7E-13	-	NR	-	-	-	HECTD4	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	12:112172910	35285134	"Temprano-Sagrera G"
rs1046205-?	5E-324	-	NR	-	-	-	MCF2L	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	13:113097743	35285134	"Temprano-Sagrera G"
rs12445022-?	3E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	16:87541726	35285134	"Temprano-Sagrera G"
rs17332951-?	6E-10	-	NR	-	-	-	ASIP,RPS2P1	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	20:34176377	35285134	"Temprano-Sagrera G"
rs76185438-?	1E-25	-	NR	-	-	-	PIGU	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	20:34676927	35285134	"Temprano-Sagrera G"
rs7265317-?	2E-68	-	NR	-	-	-	PROCR	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	20:35180720	35285134	"Temprano-Sagrera G"
rs117624545-?	4E-10	-	NR	-	-	-	RBM39	"Ischemic stroke or factor VII levels (pleiotropy)"	"Ischemic stroke,factor VII measurement"	-	GCST90129549	20:35725679	35285134	"Temprano-Sagrera G"
rs1052053-?	3E-12	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	1:156232382	35285134	"Temprano-Sagrera G"
rs6847935-?	9E-17	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	4:110775495	35285134	"Temprano-Sagrera G"
rs548630-?	2E-9	-	NR	-	-	-	TMEM171,FCHO2	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	5:73110832	35285134	"Temprano-Sagrera G"
rs9399599-?	1E-18	-	NR	-	-	-	STXBP5	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	6:147382163	35285134	"Temprano-Sagrera G"
rs2107595-?	2E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	7:19009765	35285134	"Temprano-Sagrera G"
rs7816579-?	2E-22	-	NR	-	-	-	SCARA5	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	8:27948298	35285134	"Temprano-Sagrera G"
rs189691839-?	3E-16	-	NR	-	-	-	CFAP77	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	9:132546351	35285134	"Temprano-Sagrera G"
rs116552240-?	5E-324	-	NR	-	-	-	RNU6-839P,RNU5B-6P	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	10:109214068	35285134	"Temprano-Sagrera G"
rs1063856-?	2E-25	-	NR	-	-	-	VWF	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	12:6044368	35285134	"Temprano-Sagrera G"
rs4981022-?	4E-20	-	NR	-	-	-	STAB2	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	12:103756096	35285134	"Temprano-Sagrera G"
rs3184504-?	8E-15	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	12:111446804	35285134	"Temprano-Sagrera G"
rs11066188-?	5E-13	-	NR	-	-	-	HECTD4	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	12:112172910	35285134	"Temprano-Sagrera G"
rs12445022-?	2E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke or factor VIII levels (pleiotropy)"	"factor VIII measurement,Ischemic stroke"	-	GCST90129550	16:87541726	35285134	"Temprano-Sagrera G"
rs1052053-?	1E-10	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	1:156232382	35285134	"Temprano-Sagrera G"
rs6847935-?	5E-16	-	NR	-	-	-	LINC01438,PITX2	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	4:110775495	35285134	"Temprano-Sagrera G"
rs6825454-?	1E-9	-	NR	-	-	-	FGA,FGB	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	4:154580036	35285134	"Temprano-Sagrera G"
rs548630-?	6E-12	-	NR	-	-	-	TMEM171,FCHO2	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	5:73110832	35285134	"Temprano-Sagrera G"
rs151151877-?	1E-9	-	NR	-	-	-	DYNC2I1	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	7:158916115	35285134	"Temprano-Sagrera G"
rs9390460-?	5E-45	-	NR	-	-	-	STXBP5	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	6:147373198	35285134	"Temprano-Sagrera G"
rs2107595-?	2E-13	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke or von Willebrand factor levels (pleiotropy)"	"Ischemic stroke,von Willebrand factor measurement"	-	GCST90129551	7:19009765	35285134	"Temprano-Sagrera G"
