riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs4932373-A	2E-25	-	0.694	-	"0.073 unit decrease"	[0.059-0.087]	FES	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	15:90886057	29212778	"van der Harst P"
rs72675530-A	3E-6	-	0.666	-	"0.031 unit decrease"	[0.017-0.045]	RPSAP20,LINC01755	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	1:56111674	29212778	"van der Harst P"
rs17114046-A	1E-27	-	0.907	-	"0.107 unit increase"	[0.087-0.127]	PLPP3	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	1:56500678	29212778	"van der Harst P"
rs147055617-A	8E-14	-	0.918	-	"0.088 unit decrease"	[0.064-0.112]	PLPP3	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	1:56520631	29212778	"van der Harst P"
rs2128739-A	6E-27	-	0.305	-	"0.074 unit increase"	[0.06-0.088]	MIR4693,DYNC2H1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	11:103802549	29212778	"van der Harst P"
rs4766578-A	6E-20	-	0.536	-	"0.059 unit decrease"	[0.045-0.073]	ATXN2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	12:111466567	29212778	"van der Harst P"
rs11637783-T	1E-30	-	0.575	-	"0.074 unit increase"	[0.06-0.088]	MORF4L1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	15:78846658	29212778	"van der Harst P"
rs17465982-A	9E-28	-	0.682	-	"0.079 unit increase"	[0.065-0.093]	MIA3	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	1:222664597	29212778	"van der Harst P"
rs6919211-C	2E-7	-	0.818	-	"0.042 unit decrease"	[0.026-0.058]	TARID	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:133678730	29212778	"van der Harst P"
rs1966248-A	3E-28	-	0.687	-	"0.076 unit increase"	[0.062-0.09]	TARID,LINC01312	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:133838484	29212778	"van der Harst P"
rs965652-A	1E-7	-	0.485	-	"0.034 unit increase"	[0.022-0.046]	SLC2A12	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:134047815	29212778	"van der Harst P"
rs72934535-T	2E-32	-	0.9	-	"0.128 unit decrease"	[0.11-0.15]	NBEAL1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:203104250	29212778	"van der Harst P"
rs28451064-A	7E-33	-	0.124	-	"0.119 unit increase"	[0.099-0.139]	LINC00310,KCNE2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	21:34221526	29212778	"van der Harst P"
rs149487184-T	9E-6	-	0.023	-	"0.101 unit increase"	[0.056-0.146]	LINC00310,KCNE2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	21:34233562	29212778	"van der Harst P"
rs7412-T	3E-39	-	0.08	-	"0.16 unit decrease"	[0.14-0.18]	APOE	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:44908822	29212778	"van der Harst P"
rs157595-A	6E-6	-	0.397	-	"0.032 unit decrease"	[0.018-0.046]	APOC1,APOC1P1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:44922203	29212778	"van der Harst P"
rs11673093-A	1E-10	-	0.258	-	"0.047 unit increase"	[0.033-0.061]	EXOC3L2,MARK4	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:45238836	29212778	"van der Harst P"
rs6511720-T	5E-41	-	0.117	-	"0.136 unit decrease"	[0.12-0.16]	LDLR	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:11091630	29212778	"van der Harst P"
rs2738447-A	2E-8	-	0.406	-	"0.036 unit decrease"	[0.022-0.05]	LDLR	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:11116804	29212778	"van der Harst P"
rs318719-T	2E-6	-	0.907	-	"0.054 unit decrease"	[0.032-0.076]	RGL3	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:11386305	29212778	"van der Harst P"
rs12740374-T	2E-57	-	0.219	-	"0.124 unit decrease"	[0.11-0.14]	CELSR2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	1:109274968	29212778	"van der Harst P"
rs1629862-A	2E-7	-	0.127	-	"0.054 unit decrease"	[0.034-0.074]	EDN1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:12295643	29212778	"van der Harst P"
rs11670056-T	4E-12	-	0.071	-	"0.088 unit increase"	[0.063-0.113]	ELL	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:18479133	29212778	"van der Harst P"
rs10841443-C	8E-14	-	0.34	-	"0.051 unit decrease"	[0.037-0.065]	LINC02398	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	12:20067099	29212778	"van der Harst P"
rs7011846-A	4E-9	-	0.035	-	"0.113 unit increase"	[0.076-0.15]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	8:19928145	29212778	"van der Harst P"
rs15285-T	8E-14	-	0.29	-	"0.052 unit decrease"	[0.038-0.066]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	8:19967156	29212778	"van der Harst P"
rs10106652-A	7E-11	-	0.273	-	"0.048 unit decrease"	[0.034-0.062]	LPL,RPL30P9	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	8:20070649	29212778	"van der Harst P"
rs701145-T	4E-14	-	0.143	-	"0.072 unit decrease"	[0.054-0.09]	GPR149	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	3:154337010	29212778	"van der Harst P"
rs10857147-A	1E-14	-	0.722	-	"0.055 unit decrease"	[0.041-0.069]	FGF5,PRDM8	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	4:80259918	29212778	"van der Harst P"
rs964184-C	8E-15	-	0.861	-	"0.071 unit decrease"	[0.053-0.089]	ZPR1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	11:116778201	29212778	"van der Harst P"
rs12414777-T	2E-12	-	0.201	-	"0.055 unit decrease"	[0.039-0.071]	CNNM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	10:102938024	29212778	"van der Harst P"
rs655720-T	8E-12	-	0.72	-	"0.049 unit increase"	[0.035-0.063]	STAG1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	3:136384425	29212778	"van der Harst P"
rs7678555-A	3E-15	-	0.717	-	"0.056 unit decrease"	[0.042-0.07]	MAD2L1,LINC02502	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	4:119988346	29212778	"van der Harst P"
rs57481061-C	9E-14	-	0.825	-	"0.061 unit decrease"	[0.045-0.077]	ATP2B1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	12:89625401	29212778	"van der Harst P"
rs16986953-A	1E-15	-	0.116	-	"0.086 unit increase"	[0.064-0.108]	CISD1P1,LINC01808	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:19742712	29212778	"van der Harst P"
rs12930452-A	1E-15	-	0.422	-	"0.052 unit decrease"	[0.038-0.066]	CFDP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	16:75428157	29212778	"van der Harst P"
rs12133641-A	3E-11	-	0.603	-	"0.043 unit increase"	[0.029-0.057]	IL6R	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	1:154455807	29212778	"van der Harst P"
rs8003602-T	5E-16	-	0.269	-	"0.061 unit decrease"	[0.045-0.077]	HHIPL1,CYP46A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	14:99682624	29212778	"van der Harst P"
rs10131519-T	4E-8	-	0.801	-	"0.043 unit decrease"	[0.027-0.059]	EML1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	14:99892957	29212778	"van der Harst P"
rs7214663-A	6E-9	-	0.568	-	"0.053 unit decrease"	[0.035-0.071]	GIP	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	17:48960409	29212778	"van der Harst P"
rs191896574-T	4E-9	-	0.982	-	"0.162 unit increase"	[0.11-0.22]	B4GALNT2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	17:49148374	29212778	"van der Harst P"
rs7502499-A	1E-12	-	0.311	-	"0.043 unit increase"	[0.031-0.055]	PHB1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	17:49412740	29212778	"van der Harst P"
rs7500448-A	2E-16	-	0.761	-	"0.063 unit increase"	[0.047-0.079]	CDH13	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	16:83012185	29212778	"van der Harst P"
rs62068034-A	5E-7	-	0.983	-	"0.118 unit decrease"	[0.071-0.165]	SMG6	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	17:2129018	29212778	"van der Harst P"
rs7209460-T	1E-14	-	0.688	-	"0.053 unit increase"	[0.039-0.067]	SMG6	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	17:2145419	29212778	"van der Harst P"
rs73045269-T	1E-14	-	0.153	-	"0.07 unit increase"	[0.052-0.088]	TGFB1,CCDC97	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:41319286	29212778	"van der Harst P"
rs4803455-A	4E-17	-	0.493	-	"0.054 unit decrease"	[0.042-0.066]	TGFB1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	19:41345604	29212778	"van der Harst P"
rs9964304-A	1E-9	-	0.716	-	"0.0382 unit decrease"	[0.026-0.051]	SMUG1P1,ACAA2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	18:49703347	29212778	"van der Harst P"
rs112635299-T	8E-10	-	0.0193	-	"0.1363 unit decrease"	[0.093-0.18]	SERPINA1,SERPINA2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	14:94371805	29212778	"van der Harst P"
rs10093110-A	2E-8	-	0.4167	-	"0.0319 unit decrease"	[0.021-0.043]	ZFPM2-AS1,ZFPM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	8:105553186	29212778	"van der Harst P"
rs4266144-C	1E-8	-	0.6774	-	"0.0346 unit decrease"	[0.023-0.047]	LINC00881	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:157134803	29212778	"van der Harst P"
rs17581137-A	1E-8	-	0.754	-	"0.0373 unit increase"	[0.025-0.05]	LINC00924,RNU2-3P	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	15:95603185	29212778	"van der Harst P"
rs1321309-A	3E-8	-	0.4907	-	"0.028 unit increase"	[0.018-0.038]	Y_RNA,RNU1-88P	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:36670859	29212778	"van der Harst P"
rs11838267-T	6E-10	-	0.8679	-	"0.0514 unit increase"	[0.035-0.068]	C1S	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:7068568	29212778	"van der Harst P"
rs2107732-A	4E-8	-	0.0874	-	"0.0567 unit decrease"	[0.037-0.077]	CCM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:45038379	29212778	"van der Harst P"
rs11677932-A	3E-8	-	0.3157	-	"0.0339 unit decrease"	[0.022-0.046]	COL6A3,COPS8	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:237315312	29212778	"van der Harst P"
rs60154123-T	3E-8	-	0.1501	-	"0.0444 unit increase"	[0.029-0.06]	ST13P19,HHAT	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:210295654	29212778	"van der Harst P"
rs3827066-T	4E-9	-	0.1437	-	"0.0424 unit increase"	[0.028-0.057]	ZNF335	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	20:45957384	29212778	"van der Harst P"
rs885150-T	8E-10	-	0.7304	-	"0.0355 unit decrease"	[0.024-0.047]	DAB2IP	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	9:121657894	29212778	"van der Harst P"
rs4613862-A	7E-10	-	0.5314	-	"0.0319 unit increase"	[0.022-0.042]	LINC02542	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:81902554	29212778	"van der Harst P"
rs10267593-A	2E-8	-	0.2012	-	"0.036 unit decrease"	[0.023-0.049]	MAD1L1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:1897625	29212778	"van der Harst P"
rs12500824-A	2E-10	-	0.3565	-	"0.0336 unit increase"	[0.023-0.044]	SHROOM3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:76495474	29212778	"van der Harst P"
rs1591805-A	1E-10	-	0.4927	-	"0.037 unit increase"	[0.026-0.048]	CENPW,MIR588	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:126395918	29212778	"van der Harst P"
rs17680741-T	2E-11	-	0.7152	-	"0.042 unit increase"	[0.03-0.054]	TSPAN14	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:80491758	29212778	"van der Harst P"
rs4754698-C	7E-11	-	0.5399	-	"0.0368 unit decrease"	[0.026-0.048]	ARHGAP42	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:100761177	29212778	"van der Harst P"
rs2493298-A	1E-9	-	0.1355	-	"0.0514 unit increase"	[0.035-0.068]	PRDM16	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:3409348	29212778	"van der Harst P"
rs11806316-A	4E-10	-	0.3668	-	"0.0337 unit decrease"	[0.023-0.044]	NGF-AS1,LINC01765	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:115210861	29212778	"van der Harst P"
rs12999907-A	6E-11	-	0.8189	-	"0.0482 unit increase"	[0.034-0.063]	FIGN,PRPS1P1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:164100741	29212778	"van der Harst P"
rs6905288-A	4E-12	-	0.5807	-	"0.0386 unit increase"	[0.028-0.05]	LINC02537,VEGFA	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:43791136	29212778	"van der Harst P"
rs7696431-T	3E-8	-	0.5098	-	"0.0311 unit increase"	[0.02-0.042]	PALLD	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:168766574	29212778	"van der Harst P"
rs4918072-A	1E-9	-	0.2713	-	"0.0386 unit increase"	[0.026-0.051]	SLK,STN1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:103933886	29212778	"van der Harst P"
rs7617773-T	3E-11	-	0.6693	-	"0.0355 unit increase"	[0.025-0.046]	RPL17P16,CDC25A	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:48152025	29212778	"van der Harst P"
rs17228058-A	4E-17	-	0.781	-	"0.066 unit increase"	[0.05-0.082]	SMAD3	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	15:67157967	29212778	"van der Harst P"
rs246600-T	2E-17	-	0.464	-	"0.048 unit increase"	[0.036-0.06]	ARHGAP26	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	5:143137332	29212778	"van der Harst P"
rs10221742-A	2E-12	-	0.237	-	"0.054 unit decrease"	[0.038-0.07]	NUTF2P8,TDRD15	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:21196778	29212778	"van der Harst P"
rs9337951-A	1E-17	-	0.315	-	"0.062 unit increase"	[0.048-0.076]	JCAD	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	10:30028144	29212778	"van der Harst P"
rs3732837-A	5E-16	-	0.849	-	"0.063 unit decrease"	[0.047-0.079]	MRAS	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	3:138403078	29212778	"van der Harst P"
rs1169288-A	8E-19	-	0.67	-	"0.054 unit decrease"	[0.042-0.066]	HNF1A-AS1,HNF1A	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	12:120978847	29212778	"van der Harst P"
rs6740322-A	5E-7	-	0.801	-	"0.04 unit decrease"	[0.024-0.056]	THADA	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:43334790	29212778	"van der Harst P"
rs4299376-T	5E-17	-	0.684	-	"0.057 unit decrease"	[0.043-0.071]	ABCG8	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:43845437	29212778	"van der Harst P"
rs1250259-A	5E-11	-	0.726	-	"0.048 unit decrease"	[0.034-0.062]	FN1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:215435759	29212778	"van der Harst P"
rs495828-T	9E-12	-	0.202	-	"0.06 unit increase"	[0.042-0.078]	Y_RNA,ABO	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	9:133279294	29212778	"van der Harst P"
rs11057840-A	2E-13	-	0.858	-	"0.067 unit decrease"	[0.049-0.085]	SCARB1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	12:124831509	29212778	"van der Harst P"
rs10128951-A	2E-8	-	0.373	-	"0.039 unit increase"	[0.025-0.053]	SCARB1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	12:124855901	29212778	"van der Harst P"
rs3918226-T	3E-21	-	0.072	-	"0.122 unit increase"	[0.097-0.147]	NOS3	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	7:150993088	29212778	"van der Harst P"
rs2880099-A	1E-10	-	0.138	-	"0.06 unit increase"	[0.042-0.078]	GUCY1A1,MTND1P22	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	4:155511216	29212778	"van der Harst P"
rs13131930-T	5E-19	-	0.257	-	"0.065 unit decrease"	[0.051-0.079]	GUCY1A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	4:155693032	29212778	"van der Harst P"
rs2166529-T	2E-22	-	0.458	-	"0.063 unit increase"	[0.051-0.075]	PARTICL,RPSAP22	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	2:85515052	29212778	"van der Harst P"
rs6810798-A	8E-14	-	0.202	-	"0.06 unit decrease"	[0.044-0.076]	MIR548G,RPL31P26	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	4:147369666	29212778	"van der Harst P"
rs17612693-A	6E-20	-	0.151	-	"0.079 unit increase"	[0.061-0.097]	RPL31P26,PRMT5P1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	4:147444187	29212778	"van der Harst P"
rs11617955-A	4E-17	-	0.118	-	"0.081 unit decrease"	[0.061-0.101]	COL4A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	13:110165755	29212778	"van der Harst P"
rs4773141-C	4E-17	-	0.637	-	"0.06 unit decrease"	[0.046-0.074]	COL4A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	13:110302006	29212778	"van der Harst P"
rs9515203-T	6E-24	-	0.739	-	"0.068 unit increase"	[0.054-0.082]	COL4A2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	13:110397276	29212778	"van der Harst P"
rs2107595-A	4E-24	-	0.18	-	"0.082 unit increase"	[0.066-0.098]	TWIST1,HDAC9	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	7:19009765	29212778	"van der Harst P"
rs1412444-T	3E-22	-	0.355	-	"0.064 unit increase"	[0.05-0.078]	LIPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	10:89243170	29212778	"van der Harst P"
rs10793514-T	5E-24	-	0.355	-	"0.067 unit decrease"	[0.053-0.081]	LINC00841,LINC03089	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	10:44001523	29212778	"van der Harst P"
rs2457480-A	2E-16	-	0.896	-	"0.106 unit increase"	[0.081-0.131]	PDGFD	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	11:104090334	29212778	"van der Harst P"
rs9349379-A	3E-77	-	0.588	-	"0.121 unit decrease"	[0.11-0.13]	PHACTR1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:12903725	29212778	"van der Harst P"
rs12214416-A	9E-7	-	0.048	-	"0.069 unit decrease"	[0.042-0.096]	LPAL2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:160489485	29212778	"van der Harst P"
rs147555597-A	3E-31	-	0.009	-	"0.398 unit increase"	[0.33-0.46]	LPAL2	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:160490564	29212778	"van der Harst P"
rs55730499-T	3E-154	-	0.069	-	"0.337 unit increase"	[0.31-0.36]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:160584578	29212778	"van der Harst P"
rs140570886-T	3E-87	-	0.983	-	"0.481 unit decrease"	[0.43-0.53]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:160591981	29212778	"van der Harst P"
rs73596816-A	3E-10	-	0.033	-	"0.118 unit increase"	[0.081-0.155]	LPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:160596331	29212778	"van der Harst P"
rs145099029-A	5E-7	-	0.993	-	"0.204 unit decrease"	[0.13-0.28]	PLG,MAP3K4-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	6:160871806	29212778	"van der Harst P"
rs145542470-A	6E-10	-	0.018	-	"0.158 unit increase"	[0.11-0.21]	MTAP,CDKN2A-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	9:21953100	29212778	"van der Harst P"
rs2891168-A	5E-204	-	0.525	-	"0.189 unit decrease"	[0.18-0.2]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005194	9:22098620	29212778	"van der Harst P"
rs36096196-T	1E-8	-	0.1483	-	"0.0469 unit increase"	[0.031-0.063]	SKI,MORN1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:2320766	29212778	"van der Harst P"
rs76954792-T	1E-8	-	0.2197	-	"0.0393 unit increase"	[0.026-0.053]	MIR365BHG,RNU6-1134P	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:31706495	29212778	"van der Harst P"
rs7797644-T	2E-8	-	0.2321	-	"0.0386 unit decrease"	[0.025-0.052]	KDELR2,DAGLB	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:6446436	29212778	"van der Harst P"
rs4752700-A	8E-11	-	0.5508	-	"0.0332 unit decrease"	[0.023-0.043]	HTRA1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:122478096	29212778	"van der Harst P"
rs975722-A	4E-8	-	0.595	-	"0.0283 unit decrease"	[0.018-0.038]	CFTR	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:117692860	29212778	"van der Harst P"
rs260020-T	8E-10	-	0.1309	-	"0.0518 unit increase"	[0.035-0.068]	ZNF831	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	20:59138970	29212778	"van der Harst P"
rs667920-T	6E-15	-	0.7751	-	"0.0489 unit increase"	[0.037-0.061]	STAG1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:136350630	29212778	"van der Harst P"
rs3936511-A	4E-8	-	0.823	-	"0.0366 unit decrease"	[0.023-0.05]	C5orf67	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	5:56564954	29212778	"van der Harst P"
rs6102343-A	1E-8	-	0.2467	-	"0.0372 unit increase"	[0.024-0.05]	ZHX3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	20:41295639	29212778	"van der Harst P"
rs7633770-A	1E-8	-	0.4061	-	"0.0295 unit increase"	[0.019-0.04]	FAM240A,ALS2CL	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:46647072	29212778	"van der Harst P"
rs2145598-A	4E-8	-	0.5758	-	"0.0283 unit decrease"	[0.018-0.038]	ARID4A	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	14:58327283	29212778	"van der Harst P"
rs7116641-T	1E-8	-	0.6877	-	"0.0314 unit decrease"	[0.021-0.042]	HSD17B12,MIR129-2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:43675367	29212778	"van der Harst P"
rs3775058-A	8E-9	-	0.2341	-	"0.0386 unit increase"	[0.025-0.052]	UNC5C	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:95196220	29212778	"van der Harst P"
rs61848342-T	6E-10	-	0.6355	-	"0.0363 unit decrease"	[0.025-0.048]	RN7SL198P,CDC123	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:12261814	29212778	"van der Harst P"
rs582384-A	8E-9	-	0.5251	-	"0.0332 unit increase"	[0.022-0.045]	PRKCE	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:45669298	29212778	"van der Harst P"
rs17080091-T	6E-9	-	0.0839	-	"0.0537 unit decrease"	[0.036-0.072]	PLEKHG1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:150676265	29212778	"van der Harst P"
rs74617384-T	3E-12	-	NR	1.38	-	[1.26-1.51]	LPA	"Coronary artery disease in diabetes"	"coronary artery disease"	"diabetes mellitus"	GCST006405	6:160576086	30003307	"Fall T"
rs10811652-C	6E-11	-	NR	1.19	-	[1.13-1.26]	CDKN2B-AS1	"Coronary artery disease in diabetes"	"coronary artery disease"	"diabetes mellitus"	GCST006405	9:22077086	30003307	"Fall T"
rs564398-G	2E-7	-	0.399	-	"0.1026 unit decrease"	-	CDKN2B-AS1	"Coronary heart disease"	"coronary artery disease"	-	GCST005767	9:22029548	29615537	"Kulminski AM"
rs980831-T	6E-6	-	0.022	-	"0.2922392 unit increase"	-	ST8SIA4,RN7SL802P	"Coronary heart disease"	"coronary artery disease"	-	GCST005767	5:101415163	29615537	"Kulminski AM"
rs11172113-T	3E-8	-	0.61	-	"0.414 unit decrease"	[0.27-0.56]	LRP1	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	12:57133500	32887874	"Saw J"
rs2722224-?	7E-6	-	NA	-	"0.335 unit decrease"	[0.19-0.48]	BRWD1P2,RNU6-148P	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	12:89837533	32887874	"Saw J"
rs1014675-?	5E-6	-	NA	-	"0.781 unit increase"	[0.44-1.12]	IGF1,LINC00485	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	12:102759958	32887874	"Saw J"
rs11207415-?	3E-6	-	NA	-	"0.377 unit decrease"	[0.22-0.54]	LINC01358,FGGY-DT	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	1:59170299	32887874	"Saw J"
rs12740679-G	2E-12	-	0.26	-	"0.586 unit increase"	[0.42-0.75]	CIART,MRPS21	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	1:150289855	32887874	"Saw J"
rs1260387-?	5E-12	-	NA	-	"0.572 unit decrease"	[0.41-0.73]	RPRD2	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	1:150398972	32887874	"Saw J"
rs377195216-?	6E-12	-	NA	-	"0.567 unit increase"	[0.41-0.73]	-	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	-	32887874	"Saw J"
rs4535004-?	8E-6	-	NA	-	"0.326 unit increase"	[0.18-0.47]	ALK	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	2:29883673	32887874	"Saw J"
rs139820087-?	6E-6	-	NA	-	"1.242 unit decrease"	[0.7-1.78]	ICA1L	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	2:202777160	32887874	"Saw J"
rs78377252-?	2E-6	-	NA	-	"1.183 unit decrease"	[0.69-1.67]	NBEAL1	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	2:203046549	32887874	"Saw J"
rs180767135-?	9E-6	-	NA	-	"1.157 unit decrease"	[0.65-1.67]	NBEAL1	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	2:203169555	32887874	"Saw J"
rs2715408-?	8E-6	-	NA	-	"0.329 unit decrease"	[0.18-0.47]	NDUFB5P1,RNA5SP173	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	4:178450510	32887874	"Saw J"
rs560810-?	6E-6	-	NA	-	"0.334 unit increase"	[0.19-0.48]	PHACTR1	"Spontaneous coronary artery dissection"	"coronary artery disease"	-	GCST90000582	6:12722755	32887874	"Saw J"
